Title,Ingredients
姜葱小龙虾,"['龙虾', '片姜', '蒜', '蚝油', '酱油', '水', '盐']"
蚵仔面线,"['适量蚵仔（海蛎）', '2根蒜苗', '适量（根据人数）厦门面线', '少许白胡椒粉', '少许盐、味精', '少许姜丝']"
星空燕窝—北鼎养生壶食谱,"['1盏燕窝', '两小块石峰糖', '十几颗黑枸杞', '适量纯净水', '工具：', '北鼎养生壶k165']"
高颜值番茄鸡蛋汤面,"['1个西红柿', '2个鸡蛋', '几根青菜', '几片梅林午餐肉', '少许盐  ', '少许葱花', '小碗蒜水', '几滴花椒油 香油 醋', '少许鸡蛋面', '少许孜然', '少量搭配 水果 酸奶 甜点  炸土豆片']"
杏仁豆腐,"['杏仁粉', '琼脂']"
微波小脆肠_两分钟即食餐，小脆肠成花瓣形散开，炸制改为微波做法，更受孩子的味口，更重要的是省时省力，节约上班族的时间、精力……,"[""小红肠'""]"
宝宝辅食～红枣山药胡萝卜蒸糕（无糖无盐）,"['50克山药', '30克胡萝卜', '3颗红枣', '1个鸡蛋', '适量面粉']"
豆腐脑卤子,"['3勺海天生抽', '15朵木耳', '4朵香菇', '2勺蚝油', '一勺醋', '两饭勺红薯淀粉', '2瓣蒜', '5根香菜', '2根香葱', '水若干', '2勺辣椒油', '1个大料']"
抹茶控的暴击-无渣抹茶冰激淋,"['3个蛋黄', '80g细砂糖', '250ml淡奶油', '20g抹茶粉']"
迷你方形蛋挞(从蛋挞酥皮到蛋挞液),"['A 蛋挞皮', '110克低粉', '15克高粉', '2克糖', '1克盐', '20克黄油', '60克水', '90克黄油(裹入用)', 'B 蛋挞水', '70克牛奶', '90克淡奶油', '40克糖', '7克炼乳', '2个蛋黄', '7克低粉']"
玫瑰银针露,"['3g白毫银针', '10朵法兰西玫瑰（干）', '3g茉莉花（干）', '2朵金莲花', '2勺玫瑰花露']"
萍乡小炒肉,"['250新鲜猪肉', '250红尖椒', '半瓣大蒜', '料酒', '酱油', '其他佐料']"
在家自己动手做的美味肉蟹煲,"['个八角', '粒花椒', '瓣蒜', '勺酱油', '片姜', '克糖', '个干辣椒', '勺料酒', '勺豆瓣酱', '15只鸡爪', '2个土豆', '4只螃蟹', '半颗颗娃娃菜', '500克年糕', '2根毛山药', '1节莲藕', '1把香菜']"
【快手早餐/下午茶】          芝士西多士,"['2片安佳芝士片', '2个鸡蛋', '适量牛奶', '1瓶四季宝花生酱', '1袋嘉顿切皮方包', '适量糖粉', '适量安佳黄油']"
做过的卡通馒头们，记录贴。,"['酵母粉', '克水', '克面粉']"
客家算盘子,"['1个芋头', '3朵香菇', '1颗葱花', '1小勺盐', '1颗香芹', '适量木薯粉', '适量油，酱油，生粉']"
【21天减肥法第二阶段菜谱】无油酸汤焖白菜,"['150g白菜', '150g去了皮的番茄', '2瓣蒜', '1颗小红尖椒']"
雪花酥，牛扎饼干🍪,"['100克黄油', '50克蔓越莓', '400克饼干', '80克奶粉', '300克棉花糖', '50克杏仁', '50克腰果', '50克芝麻', '50克瓜子仁']"
年糕（简单 面包机版）,"['200克糯米', '220—240克椰奶']"
火爆大头菜,"['1个大头菜', '少于香菜', '少于花椒粒', '少于葱', '少于蒜', '少于干辣椒', '少于耗油', '少于酱油', '少于老抽', '少于鸡精', '少于白糖', '少于陈醋', '少于水淀粉', '少于麻油']"
微波炉完美自制南瓜干,['适量南瓜']
凉菜鱼腥草,"['250克鱼腥草', '勺醋3', '勺生抽2', '克盐10', '葱姜蒜适量，根据自己喜欢的口感适量添加材料']"
排骨冬瓜汤,"['500g排骨', '500g冬瓜', '3片姜', '一瓶盖料酒', '适量盐']"
如何快速去除枣皮制作枣泥,"['300克去核红枣', '100克红糖粉', '800-900毫升清水']"
炸香芋,"['2香芋', '一条大蒜', '三到四粒蒜头', '一瓶番茄酱', '酱油', '盐', '白砂糖', '炸粉', '玉米淀粉']"
十寸奶香小土司,"['140g高筋面粉', '15g黄油', '10g鸡蛋', '21g细砂糖', '10g奶粉', '1/4小勺（1.25ml）食盐', '2g酵母', '75g牛奶']"
煎秋刀鱼,"['1条秋刀鱼', '半只柠檬']"
百香果蜂蜜水,"['1个百香果', '300ML矿泉水或者凉开水', '适量，根据自己喜好蜂蜜', '适量冰块']"
自制八宝粥,"['花生', '黑豆', '红豆', '红枣', '枸杞', '糯米', '冰糖']"
大辣片饭卷（包饭，饭团）90后最爱,"['适量黑胡椒', '适量十三香', '适量五香粉', '适量烧烤调料', '适量孜然调料', '1根黄瓜', '半根胡萝卜', '适量火腿', '4个咸鸭蛋', '3个水煮鸡蛋', '2包榨菜', '适量米饭', '两包多余的可以自己吃啦大辣片']"
腊肠蒸茶干(豆腐干/香干),"['半根恩施土家族腊肠', '2块厚茶干', '3克盐']"
椰香奶酪戚风,"['100ML椰浆', '100G奶油奶酪', '40G蛋黄', '40G蛋黄用糖', '40ML色拉油', '80G低粉', '160G蛋白', '30G蛋白用糖']"
隔壁老王都馋哭的卤肉饭,['克五花肉、洋葱、香菇、鸡蛋、葱、姜、蒜、八角、老抽、生抽']
土豆鱼饼  宝宝辅食食谱,"['80克土豆', '20克三文鱼', '20克胡萝卜', '5克玉米淀粉', '适量柠檬片']"
竹荪鸡汤,"['1只土鸡', '20g竹荪（干）', '2段大葱', '2片生姜', '10ml植物油', '4g盐', '1500ml清水', '2g枸杞']"
莜面窝窝/鱼鱼,"['莜面团', ' 250克莜面', '250克开水', '汤卤', '250克羊肉丁', '1个土豆', '2个西红柿', '半个洋葱', '2大勺番茄酱', '2根香菜', '适量小香葱', '适量植物油', '适量生抽', '适量盐', '适量水', '个土豆']"
香菇菜心《子惠版》,"['朵香菇', '克菜心', '克盐', '勺鸡精', '油', '鲍鱼汁', '葱姜蒜']"
微波炉早餐简易披萨剩菜剩饭,"['2片面包', '3勺披萨番茄酱', '2片芝士片', '若干剩菜剩肉']"
鱼香笋丝,"['冬笋', '黑木耳', '里脊肉', '红椒', '葱姜蒜', '生抽', '陈醋', '盐', '鸡精', '淀粉', '料酒']"
地锅鱼,"['1条（约二三斤左右）草混子（鱼）', '多许葱姜蒜干红辣椒', '适量八角', '适量香菜/蒜苗', '两铲子（炒菜铲子）酱油', '两铲子（炒菜铲子）醋', '两小勺（一大勺）白糖', '三～四两面粉', '一小勺老抽', '两大勺生抽', '两大勺料酒', '适量盐/鸡精']"
韭菜炒蛋,"['克韭菜', '2个鸡蛋', '适量油', '适量盐', '适量料酒', '黑胡椒']"
奶油浓汤鸡肉派8寸派盘,"['80克黄油', '180克低筋面粉', '16克细砂糖', '两勺奶油', '3个蘑菇', '适量黑胡椒', '半个洋葱', '一片鸡胸肉', '半根胡萝卜', '两小朵西兰花']"
蛋白溶豆成型(纹路)技巧,"['几滴柠檬汁', '30克厚酸奶', '14克玉米淀粉', '25克婴儿奶粉', '50克蛋清', '8克砂糖']"
哆啦A梦最爱【铜锣烧】,"['200克红豆', '适量白砂糖（红豆馅用）', '110克低筋粉', '3克泡打粉', '60克牛奶', '10克植物油', '30克白砂糖', '1小撮食盐', '2个洋鸡蛋']"
减脂鸡胸肉青稞沙拉,"['#色拉部分', '50g（实际只用一半，也可以直接减半做）青稞', '100g水', '50g绿生菜', '50g红叶生菜', '2片球生菜', '7.8片黄瓜', '#羽衣甘蓝脆', '50g（可以一次多做点）羽衣甘蓝', '少许橄榄油', '少许盐', '#鸡胸肉', '1块半斤左右（只用150g)鸡胸肉', '2.5-3克盐', '少许黑胡椒', '#酱汁', '120g自制酸奶', '15-20g戎狄芥末酱']"
无与伦比的美味：韩国烤肉😋,"['500克牛雪花', '500克黑椒牛排', '适量沙拉专用生菜', '适量蒜片\\绿辣椒圈', '适量泡菜', '自制蘸酱', '半个洋葱', '适量蒜末', '一大勺黄豆酱', '一大勺韩式辣酱', '一小勺糖', '一小勺盐']"
油泼扯面,"['克面粉', '适量辣椒面', '棵配菜：油菜，芹菜 ，豆芽 看个人口味选择', '瓣蒜', '适量葱', '适量油', '适量醋', '香菜 （不吃香菜可省略）', '适量盐', '适量生抽']"
免揉 百分百全麦无油无糖 铸铁锅 欧包,"['250g王后全麦面粉（细粒）', '185克水', '2/4克干酵母/鲜酵母', '3.5克（一般我只放2g左右微咸）盐']"
薯粉饺,"['400克红薯粉', '100克澄面粉', '500克荞菜', '300克香菇', '200克虾']"
🥛黑糖珍珠奶茶の珍珠,"['30g红糖', '1小碗水', '90g木薯粉']"
甜心果酱面包,"['#面团材料', '250克高筋面粉', '25克鸡蛋', '135克水', '10克奶粉', '3克酵母', '3克盐', '20克细砂糖', '20克黄油', '#其他材料', '适量果酱', '适量蔓越莓干']"
12——鸡蛋汁烤土豆泥,"['2个土豆', '适量盐', '适量黑胡椒粉', '2个鸡蛋']"
爆炒洋白菜,['洋白菜']
戚风蛋糕胚,"['90克低筋面粉', '80克（50克加入蛋白，30克加入蛋黄）细砂糖', '5个鸡蛋', '50克纯牛奶', '50克色拉油', '一点点白醋或柠檬汁']"
川味水煮鱼片,"['1条约1000克鲜鱼', '6克盐', '适量料酒', '少许胡椒粉', '一大勺淀粉', '各少许各种香料', '十来个干辣椒', '1把花椒粒', '1芽老姜 ', '1个独蒜', '1根大葱', '2根黄瓜', '适量油', '30克左右豆瓣酱', '10克左右生抽', '3克左右白糖', '3棵芹菜', '2根香葱']"
林云志减肥增肌餐24-鸡丝凉拌黑木耳胡萝丝健康减脂午餐晚餐,"['1-2瓣蒜蓉', '适量小葱', '100-200g鸡胸肉', '5-8朵黑木耳', '适量胡萝卜', '2勺醋', '1勺生抽', '少许香油', '一勺黄酒']"
自制混酱三色肠粉～肠粉多种做法,"['200克肠粉专用粉', '500克水', '肉末', '鸡蛋', '酱汁：酱油、蚝油、开水、糖', '胡萝卜粉浆：', '100肠粉专用粉', '250克胡萝卜汁', '菠菜粉浆：', '100肠粉专用粉', '250克菠菜汁', '混酱：蕃茄酱、照烧汁、沙拉酱、芝麻酱']"
口水鸡,"['1只（1000克）柴公鸡/三黄鸡', '#配料', '1条黄瓜', '1个、3片、2粒葱结、生姜、大蒜', '2棵香菜', '1大勺熟花生', '#调料', '10克芝麻酱', '30克辣椒油', '15克花椒油', '15克麻油', '15克生抽', '15克香醋', '15克低聚糖/白砂糖', '15克花雕酒/料酒', '10克熟白芝麻']"
油渣,"['大肉沫', '盐  味精 胡椒粉', '鸡精   大豆酱油']"
超简单三色彩虹布丁果冻,"['一瓶芬达苹果味', '一瓶醒目西瓜味', '一盒牛奶或椰汁']"
西安胡辣汤,"['土豆，西葫芦，萝卜', '莲花白，椰菜', '五香粉，胡椒粉，花椒粉', '牛肉碎', '淀粉', '鸡蛋', '高汤', '姜末', '香油', '油泼辣子']"
情人节，就送ta甜蜜的棉花糖吧,"['240g砂糖', '50g蜂蜜', '50g蓝莓酱', '50g水', '3片吉利丁片', '3个鸡蛋清', '50g淀粉', '50g，糖粉']"
简单拌面,"['1份面条', '2根小葱', '2瓣蒜末', '半勺老抽', '2勺生抽', '2个鸡蛋', '1个红辣椒']"
红烧鸡胸+鸡翅,"['350g鸡胸肉', '500g鸡翅中，翅根', '根据自己口味添加生抽', '3勺老抽', '3勺或者根据自己口味添加白糖', '一个红色外皮洋葱', '4，5片姜', '2个蒜', '少许料酒', '也可不用蚝油', '也可不用干辣椒一颗']"
芒果控的看过来，经典港式甜品--杨枝甘露,"['6个芒果', '100ml椰浆', '200ml牛奶', '40克西米', '少量西柚', '10克炼奶']"
咸蛋黄鸡翅,"['10个鸡翅', '咸蛋黄调味包（或咸蛋黄3个）', '1勺料酒', '1勺生抽', '1克盐']"
番茄肉酱焗饭,"['2个鸡蛋', '100克羊肉末', '2碗隔夜米饭', '20克奶油', '2勺番茄酱', '半个洋葱', '2个西红柿', '15ML黄油', '适量羊\\猪油', '30克马苏里拉奶酪', '1个红椒']"
春天里的美食---【黑蒜菠菜意大利面】,"['一个黑蒜', '50克菠菜', '100克意大利面', '适量盐', '10毫升橄榄油']"
小熊和面机葡萄干天然酵母欧包,"['300g 约2 1/3杯高筋面粉', '300克葡萄干天然酵母老面', '随意核桃仁', '随意大枣', '随意枸杞']"
黄金蛋炒饭,"['白米饭250克', '蛋黄2个', '胡萝卜1/2根', '洋葱1/4个', '黄瓜1/2根', '盐3克', '食用油15ml']"
烤土司片（简单）,"['1只鸡蛋', '3片土司片', '1小勺炼乳', '少许蕃茄沙司', '1小勺食用盐', '少许黄油', '土豆', '胡萝卜', '香肠']"
樱桃果酱,"['350克樱桃', '60克冰糖', '2勺柠檬汁', '60克白砂糖']"
超级简单的咖喱鸡饭,"['两块块咖喱', '一大个个土豆', '一小个个洋葱', '一小根胡萝卜', '一块鸡脯肉鸡肉', '适量盐和料酒']"
紫心花,"['鲜奶', '玫瑰花嘴', '叶子嘴', '水果', '喷粉', '巧克力插排']"
红糖全麦苹果蛋糕（无油）,"['2个（去皮去核后约470克）苹果', '110克全麦面粉（也可以用低筋面粉）', '20-30克（我的苹果很甜，30克感觉有点齁了🙃）红糖', '75-80克牛奶', '2个鸡蛋', '5克泡打粉', '1-2克肉桂粉', '1克盐']"
好吃不胖快手凉拌菠菜粉丝,"['1把菠菜', '1把粉丝', '1勺芝麻', '1勺醋', '5瓣蒜', '1勺生抽', '2克盐', '半根胡萝卜', '1勺油']"
减脂|爆浆酸奶🥓香蒜培根烤土豆🥔,"['1个土豆', '2瓣大蒜', '2片培根', '2个口蘑', '1/4个洋葱', '少许芝士', '50克酸奶', '适量干西芹']"
奶黄包 馒头,"['1先做奶黄馅', '3个草鸡蛋', '200克牛奶', '25克黄油', '50克白绵糖', '25克中筋粉', '少许炼乳', '2和面', '适量南瓜', '适量红曲粉', '适量中筋粉', '适量糖', '适量酵母', '适量牛奶', '适量温水']"
香蕉松糕,"['1根香蕉', '100克低筋面粉', '曼越莓15克，朗姆酒20ml,黄油55克，红糖45克,鸡蛋1个，水或牛奶50ml，香蕉1根，核桃15克，低筋面粉100克，泡打粉2克', '15克曼越莓', '20ml朗姆酒', '55克黄油', '45克红糖', '1个鸡蛋', '50ml水或牛奶', '15克核桃', '2克泡打粉']"
【孕妇食谱】葱爆羊肉，香而不膻，超级下饭～,"['250克羊肉卷', '1根大葱', '适量姜', '适量料酒', '适量盐', '少许白砂糖', '适量生抽']"
鱼皮不破的家常鱼,"['一条金鲳鱼', '5大片姜片', '少许葱', '一个红辣椒', '一勺豆豉', '一小勺盐', '半大勺酱油', '两大汤匙油']"
烤猪肘,"['1个洋葱', '2瓶啤酒', '1只猪蹄', '1个🍎                           1只', '1个🥔', '少许迷迭香', '老抽 六月鲜', '少许黑胡椒粉']"
懒人欺骗餐电饭煲鸡腿鸡翅🐧清淡口味减脂餐,"['2个鸡腿', '4个鸡翅', '半个洋葱', '半块生姜', '3瓷勺生抽', '3瓷勺蚝油', '1瓷勺冰糖老抽', '1瓶盖白酒', '适量五香粉', '1瓷勺红糖', '1根小葱', '5-10瓣大蒜']"
药膳麻辣鸡爪,"['适量当归 党参 黄芪', '适量鸡爪', '适量麻辣干锅料', '适量姜片蒜片葱段 干辣椒', '适量生抽 糖']"
超易上手鲜香金针菇滑鸡蛋,"['半把金针菇', '2只鸡蛋', '适量盐', '1勺生抽', '5瓣蒜', '2根小葱', '2只尖椒', '少许油']"
东北炖酸菜,"['500克酸菜', '适量(看你心情)排骨或猪棒骨', '适量较肥五花肉', '适量肥肉(炼猪油)', '适量料酒', '适量盐', '可用可不用鸡精', '四五六片姜', '三个八角', '十几粒花椒']"
卡仕达蜜渍桃子甜点,"['40g黄油', '20g砂糖', '10g鸡蛋', '15g杏仁粉', '10g高筋面粉', '一小撮盐', '4-5个桃子', '适量镜面果胶', '#卡仕达酱部分', '15g蛋黄', '20g砂糖', '10g玉米淀粉', '5g香草精', '100g淡奶油', '10g黄油']"
面包机坚果法式面包,"['400g高筋面粉', '245ml水', '8g盐', '3g糖', '1g安琪金装酵母', '几颗（我也没数随便抓的夏威夷果', '几颗（也是随便抓的核桃', '一小把（更随便芝麻']"
葱饼,['面粉，大把葱，水']
香菜鸡蛋饺子,"['适量香菜', '4个鸡蛋', '400克面粉', '适量盐', '一点点五香粉', '适量油']"
有食欲营养健康减脂餐（ 更新中…）,"['25-50g藜麦', '150g蛋白质', '150g素菜', '适量椰子油', '适量盐', '适量蒜蓉', '少许酱油']"
超简易鲜虾竹笋香菇粥,"['6、7小只鲜虾（在岛国只买到了刺身用甜虾、极鲜美）', '一根嫩竹笋', '一片香菇']"
胡萝卜番茄汁,"['两个胡萝卜', '一个番茄', '一把冰糖', '一大碗冷水']"
自制简易窑鸡,"['只土鸡', '致美斋牌盐焗鸡粉 ', '少量油', '少量']"
水煮牛肉 (正宗川味家常),"['2根莴笋尖', '200g瘦牛肉', '150g黄豆芽', '2个蒜', '1小块姜', '2大勺郫县豆瓣酱', '2勺干淀粉', '根据个人口味花椒面', '根据个人口味干辣椒面', '少许鸡精', '小半把花椒', '菜籽油', '300ml（根据装的碗的大小和食材的量调整）水']"
金针菇肥牛卷,"['肥牛卷', '金针菇', '豆豉', '海鲜酱', '白糖', '盐']"
糖醋里脊,"['一条里脊肉', '1个鸡蛋', '适量花生油', '适量葱花', '适量姜末', '适量醋', '适量酱油', '适量白糖', '适量盐', '适量料酒', '适量鸡精', '适量淀粉', '适量清汤']"
砂锅玉米炖猪脚,"['1只猪蹄', '1根玉米', '半根胡萝卜', '一勺半盐', '适量清水', '3片姜片', '30克料酒', '适量葱花']"
金银土豆饼,"['2个大土豆', '2个鸡蛋', '适量根据个人口味糖', '适量尽量多点面包糠', '适量牛奶']"
酱油拌面,"['颗青菜', '份面条', '勺酱油']"
肉圆蛋饺烩青菜,"['蛋饺', '少许鸡汤', '青菜', '肉圆子', '干木耳']"
健康燕麦饼干,"['1/2杯黄油', '3/4杯黄糖', '任意白糖', '2个鸡蛋', '1茶匙香草精', '1 1/2杯面粉', '1茶匙泡打粉', '1茶匙肉桂粉', '少量盐', '3杯速熟燕麦', '1杯葡萄干']"
【记录】杏鲍菇+千页豆腐+肉沫三丁,"['100g肉丁', '250g（一个稍大的）杏鲍菇', '150g（10多片）千页豆腐', '10g（1勺）生抽', '7g（2/3勺）蚝油', '一点儿白胡椒粉', '一点儿花椒粉', '2瓣蒜', '斜切4片就够了葱']"
冰皮绿豆糕,"['200克脱皮绿豆', '40克麦芽糖', '100克细砂糖', '80克黄油']"
酸菜粉丝,"['白菜', '粉丝', '干辣椒', '盐', '醋', '水淀粉']"
丝瓜炒香菇腐竹,"['1根丝瓜', '5朵香菇', '3根腐竹', '适量盐', '一适量生抽', '一适量蚝油', '一勺骨头汤']"
过年解腻的独特风味的独家制作的素什锦😂,"['2根黄瓜', '1节藕', '1根胡萝卜', '适量木耳', '2根旱芹菜', '2朵西兰花', '200克生果仁', '1小把香菜', '3根葱', '适量姜', '2个高良姜', '2个草果', '2个草寇', '2个肉蔻', '2块桂皮', '8片香叶', '6个八角', '约40粒花椒', '3个白寇', '3个香砂', '4片白芷', '1个洋葱', '2勺生抽', '1勺鸡粉', '3克白糖', '1勺香油', '5克白胡椒粉']"
香葱肉松古早蛋糕,"['6个鸡蛋', '100克低粉', '90克细白沙糖', '2-3克盐', '75克牛奶', '60克玉米油', '25克葱花', '35克原味肉松']"
